Surveyor,Survey_Date,Page #,Row,StreamName,SectionName,AnglerType,AnglerCategory,TargetSpecies,NumAnglers,Guided?,FishingMethod,Num_Cars,Num_Trailers,Fishing_Start_Time,Interview_Start_Time,Fishing_time_corrected,Fishing_End_Time_Corrected,Percent_time_fished,Species,Origin,Fate,Qty,CompleteTrip,County1,interviewed_today,Comments
"Lambert, Leah",2/2/2019,2,6,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Gear,1,0,1:00 PM,1:15 PM,0:15,1:15 PM,1,,,,,No,"98273,1",No,
"Armellino, Daniel",2/2/2019,3,1,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Fly,1,0,12:15 PM,1:45 PM,1:30,1:45 PM,1,,,,,No,"98223,1",No,
"Armellino, Daniel",2/2/2019,3,2,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Fly,1,0,8:00 AM,3:40 PM,5:22,1:22 PM,0.7,,,,,No,"98021,1,98403,1",No,
"Armellino, Daniel",2/2/2019,3,2,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,2,No,Fly,1,0,8:00 AM,3:40 PM,2:18,10:18 AM,0.3,,,,,No,"98021,1,98403,1",No,
"Armellino, Daniel",2/2/2019,3,3,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Gear,1,0,1:35 PM,5:05 PM,3:30,5:05 PM,1,,,,,Yes,"98223,1",Yes,repeat interview
"Armellino, Daniel",2/2/2019,3,4,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,2,No,Gear,2,1,12:30 PM,5:46 PM,5:16,5:46 PM,1,,,,,Yes,"98284,1,98284,1",Yes,repeat interview
"Nelson, Rachel",2/2/2019,4,1,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,No,Gear,2,1,10:00 AM,3:00 PM,5:00,3:00 PM,1,BLC,,R,2,Yes,"98273,1,98274,1",No,
"Nelson, Rachel",2/2/2019,4,2,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,1,No,Both,1,1,2:00 PM,4:30 PM,2:30,4:30 PM,1,BLC,,R,1,Yes,"98229,1",No,
"Nelson, Rachel",2/2/2019,4,3,Skagit,Dalles bridge to Marblemount bridge,Boat with motor,Boat,Steelhead,2,No,Gear,2,1,7:30 AM,4:30 PM,9:00,4:30 PM,1,BLC,,R,2,Yes,"98282,1,98004,1",No,
"Nelson, Rachel",2/2/2019,4,4,Skagit,Dalles bridge to Marblemount bridge,Pontoon / kick,Shore,Steelhead,2,No,Fly,1,0,9:00 AM,5:00 PM,8:00,5:00 PM,1,,,,,Yes,"98284,2",No,
"Nelson, Rachel",2/2/2019,4,5,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,2,Yes,Fly,2,1,9:00 AM,5:00 PM,3:12,12:12 PM,0.4,,,,,Yes,"98221,1,37664,1",No,
"Nelson, Rachel",2/2/2019,4,5,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,Yes,Fly,2,1,9:00 AM,5:00 PM,4:48,1:48 PM,0.6,,,,,Yes,"98221,1,37664,1",No,
"Nelson, Rachel",2/2/2019,4,6,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,3,No,Fly,2,1,7:00 AM,6:00 PM,11:00,6:00 PM,1,BLC,,R,1,Yes,"98250,3",No,
"Bosley, April",2/3/2019,1,1,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Gear,1,0,9:00 AM,9:30 AM,0:30,9:30 AM,1,,,,,No,"98284,1,98233,1",No,
"Bosley, April",2/3/2019,1,2,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Gear,1,0,8:00 AM,9:50 AM,1:50,9:50 AM,1,WF,,R,1,No,"98102,2",No,
"Bosley, April",2/3/2019,1,3,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Gear,1,0,8:00 AM,10:15 AM,2:15,10:15 AM,1,,,,,No,"98144,2",No,
"Bosley, April",2/3/2019,1,4,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Fly,1,0,8:30 AM,10:30 AM,2:00,10:30 AM,1,,,,,No,"98119,1,98109,1",No,
"Bosley, April",2/3/2019,1,5,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Fly,1,0,7:30 AM,12:10 PM,0:28,7:58 AM,0.1,,,,,No,"98112,1",Yes,
"Bosley, April",2/3/2019,1,5,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,2,No,Fly,1,0,7:30 AM,12:10 PM,4:12,11:42 AM,0.9,,,,,No,"98112,1",Yes,
"Bosley, April",2/3/2019,1,6,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Gear,1,0,9:50 AM,12:25 PM,2:35,12:25 PM,1,BLC,,R,1,No,"98102,2",Yes,
"Bosley, April",2/3/2019,1,7,Skagit,Dalles bridge to Marblemount bridge,Boat with motor,Boat,Steelhead,2,No,Gear,2,1,7:30 AM,2:00 PM,6:30,2:00 PM,1,SH,,R,1,No,"98019,2",No,
"Lambert, Leah",2/3/2019,2,1,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,2,No,Gear,1,0,8:40 AM,9:10 AM,0:30,9:10 AM,1,,,,,No,"98294,2",No,
"Lambert, Leah",2/3/2019,2,2,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,7:15 AM,9:15 AM,2:00,9:15 AM,1,,,,,No,"98112,1",No,
"Lambert, Leah",2/3/2019,2,3,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,8:00 AM,10:15 AM,2:15,10:15 AM,1,,,,,Yes,"98232,1",No,
"Lambert, Leah",2/3/2019,2,4,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Gear,1,0,8:00 AM,11:05 AM,3:05,11:05 AM,1,,,,,No,"98274,1",No,
"Lambert, Leah",2/3/2019,2,5,Skagit,Dalles bridge to Marblemount bridge,Boat with motor,Boat,Steelhead,2,No,Gear,1,1,7:00 AM,11:00 AM,4:00,11:00 AM,1,RT,,R,1,No,"98223,2",No,
"Lambert, Leah",2/3/2019,2,6,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,3,No,Gear,1,0,8:30 AM,11:00 AM,2:30,11:00 AM,1,,,,,No,"98241,1,98596,2",No,
"Lambert, Leah",2/3/2019,2,7,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,8:00 AM,12:20 PM,4:20,12:20 PM,1,,,,,Yes,"98223,1",No,
"Armellino, Daniel",2/3/2019,3,1,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Gear,1,0,1:20 PM,1:45 PM,0:25,1:45 PM,1,,,,,No,"98290,2",No,just started fishing
"Armellino, Daniel",2/3/2019,3,2,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Gear,2,0,10:30 AM,2:50 PM,2:10,12:40 PM,0.5,,,,,Yes,"98277,1,98223,1",No,
"Armellino, Daniel",2/3/2019,3,2,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,2,No,Gear,2,0,10:30 AM,2:50 PM,2:10,12:40 PM,0.5,,,,,Yes,"98277,1,98223,1",No,
"Armellino, Daniel",2/3/2019,3,3,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,2,No,Gear,2,1,8:15 AM,4:30 PM,8:15,4:30 PM,1,BLC,,R,1,Yes,"98115,1,98027,1",Yes,
"Armellino, Daniel",2/3/2019,3,4,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,2,No,Fly,1,1,9:00 AM,5:38 PM,8:38,5:38 PM,1,,,,,Yes,"98229,1,98229,1",No,
"Nelson, Rachel",2/3/2019,4,1,Skagit,Dalles bridge to Marblemount bridge,Boat with motor,Boat,Steelhead,2,No,Fly,1,1,7:30 AM,12:00 PM,4:30,12:00 PM,1,SH,W,R,1,Yes,"98284,2",No,
"Nelson, Rachel",2/3/2019,4,2,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,No,Gear,2,1,8:00 AM,1:15 PM,5:15,1:15 PM,1,,,,,Yes,"98267,2",,
"Nelson, Rachel",2/3/2019,4,3,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,2,No,Fly,1,1,7:00 AM,2:30 PM,4:30,11:30 AM,0.6,,,,,Yes,"98284,2",,
"Nelson, Rachel",2/3/2019,4,3,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,No,Fly,1,1,7:00 AM,2:30 PM,3:00,10:00 AM,0.4,BLC,,R,1,Yes,"98284,2",No,
"Nelson, Rachel",2/3/2019,4,4,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,1,No,Gear,1,1,6:45 AM,2:30 PM,3:52,10:37 AM,0.5,,,,,Yes,"98237,1",No,
"Nelson, Rachel",2/3/2019,4,4,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,1,No,Gear,1,1,6:45 AM,2:30 PM,3:52,10:37 AM,0.5,,,,,Yes,"98037,1",No,
"Nelson, Rachel",2/3/2019,4,5,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,No,Fly,2,1,9:00 AM,4:30 PM,7:30,4:30 PM,1,,,,,Yes,"98208,1,98117,1",No,
"Nelson, Rachel",2/3/2019,4,6,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,3,No,Gear,1,1,6:30 AM,5:15 PM,10:45,5:15 PM,1,BLC,,R,1,Yes,"98258,3",No,suspicious white GMC
"Nelson, Rachel",2/3/2019,4,6,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,3,No,Gear,1,1,6:30 AM,5:15 PM,10:45,5:15 PM,1,WF,,R,2,Yes,"98258,3",No,suspicious white GMC
"Nelson, Rachel",2/5/2019,1,1,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,1,No,Gear,1,1,6:30 AM,3:13 PM,4:21,10:51 AM,0.5,,,,,Yes,"98237,1",No,
"Nelson, Rachel",2/5/2019,1,1,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,1,No,Gear,1,1,6:30 AM,3:13 PM,4:21,10:51 AM,0.5,,,,,Yes,"98237,1",No,
"Nelson, Rachel",2/5/2019,1,2,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,No,Gear,2,1,7:00 AM,3:13 PM,8:13,3:13 PM,1,,,,,Yes,"98221,2",No,
"Nelson, Rachel",2/6/2019,1,1,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,3,No,,2,1,8:00 AM,3:00 PM,5:36,1:36 PM,0.8,SH,W,R,1,Yes,"98115,3",No,
"Nelson, Rachel",2/6/2019,1,1,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,3,No,,2,1,8:00 AM,3:00 PM,1:24,9:24 AM,0.2,,,,,Yes,"98115,3",No,
"Nelson, Rachel",2/6/2019,1,2,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,3:00 PM,3:30 PM,0:30,3:30 PM,1,,,,,No,98263,No,Dean Knight (wants a hat)
"Armellino, Daniel",2/6/2019,2,1,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,2,No,Fly,1,1,1:15 PM,1:48 PM,0:33,1:48 PM,1,,,,,No,"98274,2",No,
"Armellino, Daniel",2/6/2019,2,2,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Gear,1,0,9:00 AM,5:25 PM,8:25,5:25 PM,1,,,,,Yes,"98021,1",No,
"Bosley, April",2/7/2019,1,1,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Fly,1,0,8:30 AM,11:00 AM,2:30,11:00 AM,1,,,,,No,"98258,1",No,
"Bosley, April",2/7/2019,1,2,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Fly,1,0,12:00 PM,1:00 PM,1:00,1:00 PM,1,,,,,Yes,"98223,1",No,
"Bosley, April",2/7/2019,1,3,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Gear,1,0,1:10 PM,1:15 PM,0:05,1:15 PM,1,,,,,No,"98058,1",No,
"Lambert, Leah",2/7/2019,2,1,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,2,No,Gear,1,0,9:30 AM,10:30 AM,1:00,10:30 AM,1,,,,,Yes,"98233,1,98223,1",No,
"Lambert, Leah",2/7/2019,2,2,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,1,No,Gear,1,1,6:45 AM,12:00 PM,4:43,11:28 AM,0.9,SH,W,R,1,Yes,"98237,1",No,Clay (Rachel's husband)
"Lambert, Leah",2/7/2019,2,2,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,1,No,Gear,1,1,6:45 AM,12:00 PM,0:31,7:16 AM,0.1,,,,,Yes,"98237,1",No,Clay (Rachel's husband)
"Armellino, Daniel",2/7/2019,3,1,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Fly,1,0,11:00 AM,4:15 PM,5:15,4:15 PM,1,,,,,Yes,"98258,1",Yes,"had dog with him, went to 4 different spots"
"Nelson, Rachel",2/7/2019,4,1,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Gear,1,0,11:30 AM,1:45 PM,2:15,1:45 PM,1,,,,,No,"98240,1",Yes,
"Nelson, Rachel",2/8/2019,1,1,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,2,No,Gear,1,1,7:30 AM,1:45 PM,5:37,1:07 PM,0.9,,,,,Yes,"98237,1,98221,1",No,
"Nelson, Rachel",2/8/2019,1,1,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,No,Gear,1,1,7:30 AM,1:45 PM,0:37,8:07 AM,0.1,,,,,Yes,"98237,1,98221,1",No,
"Nelson, Rachel",2/10/2019,1,1,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Fly,1,0,8:00 AM,9:00 AM,1:00,9:00 AM,1,,,,,No,"98284,2",No,
"Nelson, Rachel",2/10/2019,1,2,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Fly,1,0,8:30 AM,9:30 AM,1:00,9:30 AM,1,,,,,No,"98226,1",No,
"Nelson, Rachel",2/10/2019,1,3,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Fly,1,0,9:00 AM,9:40 AM,0:40,9:40 AM,1,,,,,No,"98241,1",No,
"Nelson, Rachel",2/10/2019,1,4,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,3,No,Fly,1,0,8:15 AM,9:45 AM,1:30,9:45 AM,1,,,,,No,"98225,3",No,
"Nelson, Rachel",2/10/2019,1,5,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,2,No,Gear,2,1,8:30 AM,1:00 PM,4:30,1:00 PM,1,,,,,Yes,"98284,2",No,
"Nelson, Rachel",2/10/2019,1,6,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Fly,1,0,7:00 AM,1:15 PM,6:15,1:15 PM,1,,,,,No,"98024,1",No,
"Nelson, Rachel",2/10/2019,1,7,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Gear,1,0,7:00 AM,1:15 PM,6:15,1:15 PM,1,,,,,No,"98125,1",No,
"Nelson, Rachel",2/10/2019,1,8,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Gear,1,0,10:00 AM,1:30 PM,3:30,1:30 PM,1,,,,,No,"98126,2",No,
"Lambert, Leah",2/10/2019,2,1,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,,Gear,1,0,12:00 PM,1:00 PM,1:00,1:00 PM,1,,,,,No,"98273,1",No,
"Lambert, Leah",2/10/2019,2,2,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Gear,1,0,9:30 AM,1:15 PM,3:45,1:15 PM,1,,,,,Yes,"98223,1",No,
"Lambert, Leah",2/10/2019,2,3,Skagit,Darrington Mill bridge to mouth,Pontoon / kick,Shore,Steelhead,2,No,Both,1,0,10:15 AM,2:40 PM,3:32,1:47 PM,0.8,,,,,No,"98033,1,98117,1",No,
"Lambert, Leah",2/10/2019,2,3,Skagit,Dalles bridge to Marblemount bridge,Pontoon / kick,Shore,Steelhead,2,No,Both,1,0,10:15 AM,2:40 PM,0:53,11:08 AM,0.2,,,,,No,"98033,1,98117,1",No,
"Lambert, Leah",2/14/2019,1,1,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,7:00 AM,8:45 AM,1:45,8:45 AM,1,,,,,Yes,"98112,1",No,
"Lambert, Leah",2/14/2019,1,2,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Gear,1,0,7:00 AM,9:50 AM,1:25,8:25 AM,0.5,,,,,No,"98277,1,98221,1",No,blk ford 150
"Lambert, Leah",2/14/2019,1,2,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,2,No,Gear,1,0,7:00 AM,9:50 AM,1:25,8:25 AM,0.5,,,,,No,"98277,1,98221,1",No,blk ford 150
"Armellino, Daniel",2/14/2019,2,1,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Fly,1,0,6:30 AM,3:14 PM,4:22,10:52 AM,0.5,,,,,Yes,"98026,1",No,
"Armellino, Daniel",2/14/2019,2,1,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,6:30 AM,3:14 PM,4:22,10:52 AM,0.5,BLC,,R,1,Yes,"98026,1",No,
"Nelson, Rachel",2/14/2019,3,1,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,,,2,1,8:00 AM,3:30 PM,7:30,3:30 PM,1,SH,W,R,1,Yes,"98237,1,28265,1",No,
"Nelson, Rachel",2/14/2019,3,1,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,,,2,1,8:00 AM,3:30 PM,7:30,3:30 PM,1,BLC,,R,1,Yes,"98237,1,28265,1",No,
"Bosley, April",2/15/2019,1,1,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Gear,1,0,12:15 PM,12:42 PM,0:27,12:42 PM,1,,,,,No,"98225,1",No,
"Bosley, April",2/15/2019,1,2,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,3,No,Fly,2,1,9:30 AM,1:00 PM,3:30,1:00 PM,1,SH,W,R,3,No,"98273,1,98223,1,96915,1",No,
"Lambert, Leah",2/15/2019,2,1,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,8:00 AM,10:00 AM,2:00,10:00 AM,1,,,,,Yes,"98284,1",No,
"Lambert, Leah",2/15/2019,2,2,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,8:30 AM,12:09 PM,3:39,12:09 PM,1,,,,,Yes,"98263,1",,
"Armellino, Daniel",2/15/2019,3,1,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,3,No,Gear,2,1,1:00 PM,2:00 PM,1:00,2:00 PM,1,,,,,Yes,"98273,1,98223,1,96915,1",Yes,Interviewed by April in AM (no catch since 1 pm)
"Armellino, Daniel",2/15/2019,3,2,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Fly,1,0,2:00 PM,4:55 PM,2:55,4:55 PM,1,BLC,,R,1,Yes,"98229,2",No, 
"Nelson, Rachel",2/15/2019,4,1,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,12:09 PM,1:30 PM,1:21,1:30 PM,1,,,,,Yes,"98263,1",Yes,"Dean Knight, fly guy"
"Nelson, Rachel",2/15/2019,4,2,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,12:30 PM,2:15 PM,1:45,2:15 PM,1,,,,,No,"98284,1",No,
"Nelson, Rachel",2/15/2019,4,3,Skagit,Dalles bridge to Marblemount bridge,Boat with motor,Boat,Steelhead,2,No,Fly,2,1,8:30 AM,5:00 PM,8:30,5:00 PM,1,BLC,,R,2,Yes,"98229,1,98225,1",No,
"Nelson, Rachel",2/15/2019,4,4,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,3,No,Fly,2,0,10:00 AM,5:15 PM,7:15,5:15 PM,1,,,,,Yes,"98107,1,80207,198114,1",No,
"Bosley, April",2/16/2019,1,12,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,3,No,Gear,2,0,6:45 AM,7:45 AM,1:00,7:45 AM,1,,,,,No,"98290,1,98258,1,98204,1",No,
